Bedroom,Bathroom,Sqft,Price,Parking,Address,Yearbuild
4 Beds,2 Baths,"1,996 sqft","$2,399,000",2 Car Garage,"5979 La Jolla Corona DrLa Jolla, CA 92037",1960
4 Beds,3 Baths,"2,525 sqft","$2,800,000",2 Car Garage,"706 Silver StLa Jolla, CA 92037",2018
3 Beds,3 Baths,"2,530 sqft","$1,925,000",2 Car Garage,"13572 Caminito CarmelDel Mar, CA 92014",1985
3 Beds,2 Baths,"1,868 sqft","$1,799,000",Garage,"5383 Chelsea St #201La Jolla, CA 92037",1970
4 Beds,4 Baths,"3,396 sqft","$3,880,000",Garage,"1512 El Paso RealLa Jolla, CA 92037",2004
4 Beds,6 Baths,"6,734 sqft","$11,300,000",6 Car Garage,"9581 La Jolla Farms RdLa Jolla, CA 92037",1990
5 Beds,3 Baths,"2,259 sqft","$1,197,000",2 Car Garage,"10847 Valiente CtSan Diego, CA 92124",1975
5 Beds,7 Baths,"8,920 sqft","$5,750,000",4 Car Garage,"13921 Rancho Dorado BndSan Diego, CA 92130",2005
2 Beds,3 Baths,"1,295 sqft","$745,000",Garage,"645 Front St #511San Diego, CA 92101",2003
3 Beds,2 Baths,"1,150 sqft","$1,475,000",1 Car Garage,"5046-48 Long Branch AveSan Diego, CA 92107",1950
1 Bed,1 Bath,850 sqft,"$515,000",Garage,"850 Beech St #617San Diego, CA 92101",2003
12 Beds,10 Baths,"4,894 sqft","$2,600,000",Garage,"2025 Abbe StSan Diego, CA 92111",1942
2 Beds,2 Baths,"1,171 sqft","$699,999",Garage,"253 10th Ave #230San Diego, CA 92101",2006
3 Beds,2 Baths,"1,616 sqft","$2,995,000",1 Car Garage,"1177 Pacific Beach Dr #CSan Diego, CA 92109",1993
1 Bed,1 Bath,651 sqft,"$495,000",Garage,"1918 Columbia St #2San Diego, CA 92101",2006
3 Beds,2 Baths,"1,049 sqft","$549,700",2 Carport Spaces,"6069 Rancho Mission Rd #201San Diego, CA 92108",1980
7 Beds,7 Baths,,"$13,788,000",Garage,"3958-3958 Bayside Walk #3962San Diego, CA 92109",1978
,,,"$199,900",No Info,"2886 Webster AveSan Diego, CA 92113",No Info
3 Beds,4 Baths,"3,058 sqft","$2,200,000",3 Car Garage,"4495 Cather AveSan Diego, CA 92122",2005
3 Beds,2 Baths,"1,850 sqft","$1,275,000",Garage,"3072 Madrid StSan Diego, CA 92110",1942
1 Bed,1 Bath,620 sqft,"$375,000",Garage,"4165 33rd St #1San Diego, CA 92104",1986
1 Bed,1 Bath,831 sqft,"$400,000",Garage,"17627 Pomerado Rd #35San Diego, CA 92128",1979
4 Beds,3 Baths,"2,286 sqft","$1,349,900",2 Car Garage,"2652 Rosecrans StSan Diego, CA 92106",1930
2 Beds,1 Bath,672 sqft,"$495,000",Open Parking,"3134 Chamoune AveSan Diego, CA 92105",1930
5 Beds,5 Baths,"2,230 sqft","$1,749,000",Garage,"3711 Baker StSan Diego, CA 92117",2003
4 Beds,3 Baths,"1,450 sqft","$665,000",2 Car Garage,"1534 Clanton PlSan Diego, CA 92154",2002
2 Beds,1 Bath,880 sqft,"$450,000",1 Car Garage,"7055 Park Mesa Way #151San Diego, CA 92111",1980
2 Beds,2 Baths,"1,200 sqft","$499,000",Garage,"5790 Friars Rd #F2San Diego, CA 92110",1981
4 Beds,4 Baths,"1,760 sqft","$2,200,000",4 Car Garage,"4925-27 Saratoga AveSan Diego, CA 92107",1989
6 Beds,7 Baths,"6,284 sqft","$4,200,000",3 Car Garage,"2640 Inyaha LnLa Jolla, CA 92037",1980
3 Beds,2 Baths,"1,396 sqft","$829,999",2 Car Garage,"4390 Rolfe RdSan Diego, CA 92117",1961
3 Beds,3 Baths,"1,174 sqft","$848,999",2 Car Garage,"6851 50th StSan Diego, CA 92120",1957
5 Beds,5 Baths,"3,841 sqft","$2,395,000",2 Car Garage,"6462 Cypress Meadows TrlSan Diego, CA 92130",2014
4 Beds,3 Baths,"2,233 sqft","$1,150,000",2 Car Garage,"4944 Corte Playa De CastillaSan Diego, CA 92124",1991
2 Beds,2 Baths,"1,220 sqft","$929,700",2 Parking Spaces,"1240 India St #2301San Diego, CA 92101",2003
4 Beds,3 Baths,"2,510 sqft","$1,175,000",2 Car Garage,"5924 Lance StSan Diego, CA 92120",1966
5 Beds,3 Baths,"2,145 sqft","$1,349,000",2 Car Garage,"11338 Village Ridge RdSan Diego, CA 92131",1998
2 Beds,1 Bath,874 sqft,"$449,500",Carport,"17199 W Bernardo Dr #206San Diego, CA 92127",1994
3 Beds,2 Baths,"2,212 sqft","$2,060,000",2 Car Garage,"2536 Via MeranoDel Mar, CA 92014",1981
5 Beds,9 Baths,"8,400 sqft","$11,950,000",9 Car Garage,"700 Front St #2403-2404-San Diego, CA 92101",1986
3 Beds,2 Baths,920 sqft,"$495,000",Carport,"11181 Kelowna Rd #28San Diego, CA 92126",1978
2 Beds,2 Baths,997 sqft,"$455,000",1 Carport Spaces,"7220 Park Ridge Blvd #201San Diego, CA 92120",1980
3 Beds,2 Baths,"1,548 sqft","$925,000",2 Car Garage,"4508 Caminito PedernalSan Diego, CA 92117",1978
3 Beds,2 Baths,"1,440 sqft","$119,900",No Info,"3340 Del Sol Blvd #256ASan Diego, CA 92154",1980
2 Beds,2 Baths,"1,143 sqft","$575,000",2 Car Garage,"1333 8th Ave #603San Diego, CA 92101",1981
6 Beds,4 Baths,"3,550 sqft","$1,790,000",Garage,"4469 Cleveland AveSan Diego, CA 92116",1905
1 Bed,1 Bath,757 sqft,"$389,900",1 Car Garage,"1642 7th Ave #223San Diego, CA 92101",2004
3 Beds,3 Baths,"1,522 sqft","$839,000",2 Car Garage,"6093 Caminito Del OesteSan Diego, CA 92111",1987
6 Beds,4 Baths,"1,821 sqft","$1,249,900",Garage,"3162 Upas StSan Diego, CA 92104",1930
3 Beds,2 Baths,"1,014 sqft","$865,000",2 Car Garage,"5260 Kesling StSan Diego, CA 92117",1961
2 Beds,3 Baths,"1,659 sqft","$949,000",Garage,"300 W Beech St #12San Diego, CA 92101",2004
5 Beds,5 Baths,"3,954 sqft","$2,995,000",2 Car Garage,"4355 Arista StSan Diego, CA 92103",1955
2 Beds,3 Baths,"1,360 sqft","$679,900",1 Car Garage,"4430 42nd St #3San Diego, CA 92116",1984
2 Beds,1 Bath,996 sqft,"$560,000",Open Parking,"720 S 37th StSan Diego, CA 92113",1930
3 Beds,2 Baths,"1,221 sqft","$975,000",2 Car Garage,"5251 Glasgow DrSan Diego, CA 92117",1964
5 Beds,4 Baths,"3,306 sqft","$2,695,000",3 Car Garage,"5120 Via AvanteSan Diego, CA 92130",2007
2 Beds,2 Baths,967 sqft,"$410,000",2 Parking Spaces,"7003 Saranac St #202San Diego, CA 92115",1997
2 Beds,3 Baths,"1,715 sqft","$855,000",Garage,"4006 Ampudia StSan Diego, CA 92110",1983
3 Beds,2 Baths,964 sqft,"$570,000",2 Car Garage,"7825 Shorewood DrSan Diego, CA 92114",1962
4 Beds,3 Baths,"2,700 sqft","$1,950,000",Garage,"1353 Caminito FaroLa Jolla, CA 92037",1991
2 Beds,2 Baths,"1,118 sqft","$375,000",1 Car Garage,"3890 Nobel Dr #303San Diego, CA 92122",1992
2 Beds,2 Baths,"1,144 sqft","$395,000",Garage,"5473 Adobe Falls Rd #6San Diego, CA 92120",1973
1 Bed,1 Bath,754 sqft,"$429,900",Garage,"550 Park Blvd #2408San Diego, CA 92101",2004
4 Beds,4 Baths,"3,011 sqft","$3,285,000",2 Car Garage,"1496 Vista ClaridadLa Jolla, CA 92037",1978
3 Beds,2 Baths,"1,180 sqft","$255,000",2 Carport Spaces,"6460 Convoy Ct #112San Diego, CA 92117",2004
4 Beds,4 Baths,"3,270 sqft","$3,900,000",3 Car Garage,"855 Golden Park AveSan Diego, CA 92106",2001
5 Beds,8 Baths,"6,727 sqft","$4,995,000",3 Car Garage,"7609 Hillside DrLa Jolla, CA 92037",1996
4 Beds,2 Baths,"1,614 sqft","$899,000",2 Car Garage,"8945 Libra DrSan Diego, CA 92126",1972
,,,"$1,195,000",No Info,"8356 Sugarman Dr #57La Jolla, CA 92037",No Info
2 Beds,1 Bath,800 sqft,"$300,000",No Info,"3516 Del Sol Blvd #ESan Diego, CA 92154",1974
6 Beds,4 Baths,,"$774,000",No Info,"327 28th StSan Diego, CA 92102",1930
Studio,1 Bath,362 sqft,"$285,000",1 Parking Spaces,"6333 Mount Ada Rd #187San Diego, CA 92111",1972
4 Beds,3 Baths,"3,016 sqft","$2,495,000",Garage,"3421 Valemont StSan Diego, CA 92106",1942
4 Beds,5 Baths,"6,990 sqft","$4,950,000",4 Car Garage,"7564 Northern LgtsSan Diego, CA 92127",2006
3 Beds,2 Baths,"1,787 sqft","$979,000",2 Car Garage,"16750 Coyote Bush Dr #7San Diego, CA 92127",2018
3 Beds,2 Baths,"1,586 sqft","$650,000",2 Car Garage,"5344 Laurel StSan Diego, CA 92105",1993
1 Bed,1 Bath,780 sqft,"$540,000",Garage,"701 Kettner Blvd #89San Diego, CA 92101",1983
4 Beds,2 Baths,"1,338 sqft","$925,000",Open Parking,"4560 Gila AveSan Diego, CA 92117",1954
4 Beds,2 Baths,"1,144 sqft","$580,000",1 Car Garage,"7023 Lisbon StSan Diego, CA 92114",1943
3 Beds,2 Baths,"1,281 sqft","$779,900",Open Parking,"5460 Gilbert DrSan Diego, CA 92115",1954
2 Beds,2 Baths,"1,274 sqft","$699,000",Garage,"8211 Station Village Ln #1406San Diego, CA 92108",2005
4 Beds,2 Baths,,"$749,000",2 Parking Spaces,"5366 Rex AveSan Diego, CA 92105",1970
1 Bed,1 Bath,677 sqft,"$379,000",1 Car Garage,"702 Ash St #301San Diego, CA 92101",1929
,,,"$695,000",No Info,"5116 70th St #2San Diego, CA 92115",No Info
1 Bed,1 Bath,675 sqft,"$599,000",No Info,"3207 Collier AveSan Diego, CA 92116",1930
5 Beds,7 Baths,"7,811 sqft","$4,249,000",6 Car Garage,"7819 Top O The Morning WaySan Diego, CA 92127",2007
5 Beds,6 Baths,"7,388 sqft","$4,700,000",4 Car Garage,"7568 Montien RdSan Diego, CA 92127",2007
4 Beds,4 Baths,"1,992 sqft","$1,350,000",Garage,"4610-12 Larkspur StSan Diego, CA 92107",1940
3 Beds,3 Baths,"1,728 sqft","$1,149,000",1 Car Garage,"4580 44th StSan Diego, CA 92115",1930
4 Beds,2 Baths,"1,924 sqft","$1,100,000",2 Car Garage,"6712 Golfcrest DrSan Diego, CA 92119",1964
3 Beds,2 Baths,"2,134 sqft","$1,160,000",2 Car Garage,"6245 Snowbond StSan Diego, CA 92120",1974
5 Beds,6 Baths,"4,365 sqft","$3,599,000",Attached Garage,"3505 Talbot StSan Diego, CA 92106",2021
4 Beds,3 Baths,"2,923 sqft","$1,450,000",2 Car Garage,"11407 Cypress Terrace PlSan Diego, CA 92131",1993
4 Beds,2 Baths,"1,625 sqft","$884,900",2 Car Garage,"7372 Jackson DrSan Diego, CA 92119",1967
3 Beds,2 Baths,"1,778 sqft","$1,199,000",Garage,"3023-3027 Olive StSan Diego, CA 92104",1928
3 Beds,3 Baths,"1,093 sqft","$940,000",2 Car Garage,"2716 Farragut Rd #91San Diego, CA 92106",2004
4 Beds,4 Baths,"2,635 sqft","$1,500,000",Garage,"4323 Argos DrSan Diego, CA 92116",1975
3 Beds,2 Baths,"1,161 sqft","$849,000",2 Car Garage,"8588 Dubonnet StSan Diego, CA 92123",1957
7 Beds,8 Baths,"8,417 sqft","$7,395,000",Garage,"7847 Sendero AngelicaSan Diego, CA 92127",2021
2 Beds,2 Baths,965 sqft,"$385,000",Garage,"3042 Iris Ave #106San Diego, CA 92154",1990
4 Beds,3 Baths,"2,186 sqft","$2,000,000",2 Car Garage,"955 Agate StSan Diego, CA 92109",1999
2 Beds,2 Baths,"1,418 sqft","$799,000",2 Car Garage,"17670 Camino AnchoSan Diego, CA 92128",1979
4 Beds,2 Baths,"1,383 sqft","$749,000",1 Open Spaces,"4845 Castle AveSan Diego, CA 92105",1946
3 Beds,3 Baths,"2,487 sqft","$995,000",Garage,"2921 India St #1San Diego, CA 92103",1993
4 Beds,5 Baths,"3,931 sqft","$2,995,000",3 Car Garage,"676 Via De La ValleSolana Beach, CA 92075",1990
Studio,1 Bath,350 sqft,"$259,000",No Info,"207 5th Ave #705San Diego, CA 92101",2008
4 Beds,2 Baths,"1,275 sqft","$1,695,000",No Info,"741-743 Isthmus CtSan Diego, CA 92109",1950
3 Beds,4 Baths,"2,431 sqft","$1,695,000",4 Open Spaces,"140 W Thorn StSan Diego, CA 92103",1912
4 Beds,4 Baths,"1,875 sqft","$556,369+",No Info,"Plan 4 in Marea by Tri Pointe HomesSan Diego, CA 92154",2021
2 Beds,1 Bath,"1,175 sqft","$700,000",2 Car Garage,"6566 Glenroy StSan Diego, CA 92120",1955
3 Beds,3 Baths,"1,410 sqft","$1,248,888",2 Car Garage,"11281 Carmel Creek RdSan Diego, CA 92130",1998
2 Beds,2 Baths,"1,423 sqft","$925,000",Garage,"527 10th Ave #704San Diego, CA 92101",2005
3 Beds,2 Baths,"2,224 sqft","$1,925,000",1 Car Garage,"955 Cornish DrSan Diego, CA 92107",1962
4 Beds,3 Baths,"2,100 sqft","$1,200,000",2 Car Garage,"13866 Paseo AldabraSan Diego, CA 92129",1977
,,,"$859,000",Garage,"3901 Manzanita DrSan Diego, CA 92105",1954
2 Beds,2 Baths,881 sqft,"$465,000",1 Carport Spaces,"10329 Azuaga St #263San Diego, CA 92129",1990
4 Beds,2 Baths,"2,131 sqft","$1,299,000",2 Car Garage,"10405 Mountain Glen TerSan Diego, CA 92131",1980
4 Beds,2 Baths,"1,532 sqft","$599,000",2 Car Garage,"2643 E Beyer BlvdSan Ysidro, CA 92173",1972
2 Beds,2 Baths,"1,372 sqft","$529,000",1 Carport Spaces,"12780 Avenida La Valencia #160San Diego, CA 92128",1974
1 Bed,1 Bath,727 sqft,"$530,000",Garage,"3290 6th Ave #1ASan Diego, CA 92103",1973
4 Beds,2 Baths,"1,576 sqft","$680,000",Garage,"5925 Caminito ChiapasSan Diego, CA 92108",1977
5 Beds,3 Baths,"2,640 sqft","$1,350,000",2 Car Garage,"3035 Locust StSan Diego, CA 92110",1960
6 Beds,5 Baths,"2,613 sqft","$2,825,000",Open Parking,"545-547 Fern GlnLa Jolla, CA 92037",1970
4 Beds,4 Baths,"3,832 sqft","$2,150,000",3 Car Garage,"12969 Angosto WaySan Diego, CA 92128",2009
Studio,,,,No Info,"Available Soon Plan in Lotus at 3 Roots by Shea Homes-FamilySan Diego, CA 92126",2021
2 Beds,2 Baths,750 sqft,"$750,000",Garage,"2768 Nye StSan Diego, CA 92111",1942
3 Beds,2 Baths,"1,076 sqft","$599,000",2 Car Garage,"264 68th StSan Diego, CA 92114",1970
3 Beds,2 Baths,"1,269 sqft","$759,900",Garage,"701 Kettner Blvd #122San Diego, CA 92101",1983
3 Beds,2 Baths,"1,120 sqft","$189,900",3 Carport Spaces,"6460 Convoy Ct #137San Diego, CA 92117",2003
2 Beds,2 Baths,"1,148 sqft","$640,000",Garage,"12657 Elisa Ln #200San Diego, CA 92128",2005
5 Beds,4 Baths,"5,789 sqft","$6,980,000",2 Car Garage,"1080 Muirlands DrLa Jolla, CA 92037",1981
5 Beds,3 Baths,"2,236 sqft","$1,099,000",Garage,"3731-77 Dwight StSan Diego, CA 92105",1931
3 Beds,2 Baths,"2,053 sqft","$999,900",Garage,"230 W Laurel St #404San Diego, CA 92101",1984
1 Bed,1 Bath,650 sqft,"$450,000",None,"988 G St #28San Diego, CA 92101",1999
4 Beds,3 Baths,"2,555 sqft","$2,150,000",Garage,"4045 Couts StSan Diego, CA 92103",1953
2 Beds,2 Baths,"1,422 sqft","$749,000",Garage,"1080 Park Blvd #815San Diego, CA 92101",2007
4 Beds,2 Baths,"1,257 sqft","$650,000",Open Parking,"3219 L St #3219-1/2San Diego, CA 92102",1958
3 Beds,3 Baths,"2,571 sqft","$2,200,000",2 Car Garage,"1325 Caminito HalagoLa Jolla, CA 92037",1990
3 Beds,2 Baths,"1,580 sqft","$1,099,900",2 Parking Spaces,"4718 Tonopah AveSan Diego, CA 92110",1951
5 Beds,9 Baths,"6,278 sqft","$7,500,000",5 Car Garage,"7430 Hillside DrLa Jolla, CA 92037",2018
3 Beds,2 Baths,"1,702 sqft","$819,900",Garage,"1643 6th Ave #305San Diego, CA 92101",2004
5 Beds,6 Baths,"5,270 sqft","$5,550,000",5 Car Garage,"7640 Hillside DrLa Jolla, CA 92037",2002
6 Beds,8 Baths,"9,090 sqft","$8,399,000",5 Car Garage,"6103 Avenida PicachoRancho Santa Fe, CA 92067",1987
2 Beds,3 Baths,"1,564 sqft","$649,000",Garage,"6752 Caminito Del GrecoSan Diego, CA 92120",1974
3 Beds,3 Baths,"1,980 sqft","$1,640,000",3 Car Garage,"4204 Albatross DrSan Diego, CA 92103",1975
3 Beds,2 Baths,"1,700 sqft","$1,145,000",3 Car Garage,"4129 Galt StSan Diego, CA 92117",1960
3 Beds,2 Baths,"1,832 sqft","$1,099,000",2 Car Garage,"7875 Hemingway AveSan Diego, CA 92120",1971
3 Beds,2 Baths,"2,272 sqft","$675,000",2 Car Garage,"1420 Saturn BlvdSan Diego, CA 92154",1961
2 Beds,2 Baths,"1,914 sqft","$1,599,000",Garage,"4580 Point Loma AveSan Diego, CA 92107",1955
2 Beds,2 Baths,"1,069 sqft","$368,000",Garage,"5985 Dandridge Ln #104San Diego, CA 92115",1985
4 Beds,2 Baths,"1,177 sqft","$590,000",2 Car Garage,"3993 Darwin AveSan Diego, CA 92154",1969
1 Bed,1 Bath,725 sqft,"$315,000",1 Parking Spaces,"702 Ash St #802San Diego, CA 92101",1927
4 Beds,2 Baths,"1,310 sqft","$639,000",Garage,"2410 Ridge View DrSan Diego, CA 92105",1955
3 Beds,2 Baths,"1,461 sqft","$799,000",2 Car Garage,"15844 Caminito CercadoSan Diego, CA 92128",1987
1 Bed,1 Bath,822 sqft,"$365,000",Garage,"12555 Oaks North Dr #207San Diego, CA 92128",1977
2 Beds,1 Bath,708 sqft,"$560,000",Garage,"3827 52nd StSan Diego, CA 92105",1943
3 Beds,2 Baths,"1,400 sqft","$1,499,000",2 Car Garage,"5001 Milton StSan Diego, CA 92110",1985
3 Beds,3 Baths,"1,524 sqft","$1,279,950",2 Car Garage,"3173 Harbor Ridge LnSan Diego, CA 92103",2003
4 Beds,5 Baths,"4,528 sqft","$3,299,000",2 Car Garage,"645 Front St #2004San Diego, CA 92101",2003
1 Bed,1 Bath,748 sqft,"$565,000",1 Car Garage,"3887 Pell Pl #319San Diego, CA 92130",2006
3 Beds,2 Baths,"1,921 sqft","$1,975,000",Garage,"980 Scott StSan Diego, CA 92106",1942
,,,"$200,000",No Info,"564 S 66th StSan Diego, CA 92114",No Info
2 Beds,3 Baths,"1,556 sqft","$779,000",2 Car Garage,"5959 El Escorial WaySan Diego, CA 92124",1980
3 Beds,2 Baths,"2,627 sqft","$3,937,000",2 Car Garage,"450 Arenas StLa Jolla, CA 92037",1991
2 Beds,1 Bath,709 sqft,"$440,000",Garage,"2828 University Ave #301San Diego, CA 92104",1997
3 Beds,2 Baths,"1,296 sqft","$829,000",2 Car Garage,"6337 Charing StSan Diego, CA 92117",1965
5 Beds,3 Baths,"1,460 sqft","$629,000",2 Car Garage,"1505 Thermal AveSan Diego, CA 92154",1970
2 Beds,2 Baths,"1,152 sqft","$225,000",Open Parking,"6460 Convoy Ct #33San Diego, CA 92117",1997
3 Beds,3 Baths,"1,558 sqft","$999,900",Garage,"370 Rosecrans St #303San Diego, CA 92106",1974
3 Beds,2 Baths,"2,200 sqft","$1,499,900",Garage,"2803 Nipoma StSan Diego, CA 92106",1958
3 Beds,2 Baths,"1,850 sqft","$1,064,000",2 Car Garage,"18574 Wessex StSan Diego, CA 92128",1988
4 Beds,2 Baths,"1,865 sqft","$725,000",2 Car Garage,"5659 Calle Sal Si PuedesSan Diego, CA 92139",1977
2 Beds,2 Baths,"1,353 sqft","$1,279,000",Garage,"3916 Riviera Dr #508San Diego, CA 92109",1974
4 Beds,4 Baths,"3,071 sqft","$2,695,000",3 Car Garage,"13668 Landfair RdSan Diego, CA 92130",1985
1 Bed,1 Bath,551 sqft,"$385,000",1 Carport Spaces,"3528 Five Meade #56San Diego, CA 92116",1966
4 Beds,3 Baths,"2,327 sqft","$1,350,000",2 Car Garage,"3547 Brandywine StSan Diego, CA 92117",1970
1 Bed,1 Bath,802 sqft,"$949,900",1 Parking Spaces,"4767 Ocean Blvd #407San Diego, CA 92109",1973
2 Beds,2 Baths,"1,078 sqft","$699,900",2 Car Garage,"350 11th Ave #224San Diego, CA 92101",2007
3 Beds,2 Baths,"1,887 sqft","$1,199,000",2 Car Garage,"5061 Gasconade AveSan Diego, CA 92110",1961
4 Beds,5 Baths,"4,080 sqft","$2,895,000",3 Car Garage,"7817 Doug Hill CtSan Diego, CA 92127",2003
2 Beds,2 Baths,"1,013 sqft","$529,000",2 Parking Spaces,"1465 C St #3309San Diego, CA 92101",2003
2 Beds,3 Baths,"1,388 sqft","$1,195,000",No Info,"4374 Montalvo StSan Diego, CA 92107",1952
3 Beds,2 Baths,"2,224 sqft","$2,321,123",Garage,"2476 Baja Cerro CirSan Diego, CA 92109",1964
3 Beds,2 Baths,"1,394 sqft","$1,099,000",2 Car Garage,"4205 Madison AveSan Diego, CA 92116",1945
2 Beds,2 Baths,818 sqft,"$350,000",1 Parking Spaces,"3552 Sunset Ln #18San Diego, CA 92173",1995
3 Beds,1 Bath,934 sqft,"$90,000",2 Parking Spaces,"303 47th St #B40San Diego, CA 92102",1961
7 Beds,7 Baths,"5,250 sqft","$7,700,000",Garage,"7231 Monte Vista AveLa Jolla, CA 92037",1924
3 Beds,2 Baths,"1,499 sqft","$679,900",2 Car Garage,"1607 Arequipa StSan Diego, CA 92154",1972
4 Beds,3 Baths,"3,214 sqft","$1,900,000",3 Car Garage,"8206 Caminito LacayoLa Jolla, CA 92037",1975
6 Beds,6 Baths,"6,800 sqft","$7,500,000",4 Car Garage,"7455 Pepita WayLa Jolla, CA 92037",2021
5 Beds,6 Baths,"6,994 sqft","$2,895,000",Garage,"2478 Rosecrans StSan Diego, CA 92106",1925
4 Beds,5 Baths,"3,215 sqft","$3,150,000",2 Car Garage,"540 Bonair PlLa Jolla, CA 92037",1995
3 Beds,3 Baths,"1,522 sqft","$859,000",2 Car Garage,"6312 Caminito Del CervatoSan Diego, CA 92111",1985
6 Beds,3 Baths,"3,666 sqft","$3,245,000",3 Car Garage,"5676 Taft AveLa Jolla, CA 92037",1988
5 Beds,4 Baths,"2,730 sqft","$2,295,000",2 Car Garage,"5645 Soledad Mountain RdLa Jolla, CA 92037",1988
5 Beds,3 Baths,"2,965 sqft","$1,495,000",Garage,"5965 Cozzens StSan Diego, CA 92122",1969
4 Beds,3 Baths,"1,934 sqft","$750,000",2 Car Garage,"1183 Seagreen PlSan Diego, CA 92154",2004
4 Beds,3 Baths,"1,812 sqft","$5,298,000",Garage,"7123 Olivetas AveLa Jolla, CA 92037",1929
2 Beds,2 Baths,"1,176 sqft","$575,000",1 Car Garage,"11824 Paseo Lucido #30San Diego, CA 92128",1982
1 Bed,1 Bath,431 sqft,"$310,000",No Info,"207 5th Ave #742San Diego, CA 92101",2008
2 Beds,2 Baths,"1,196 sqft","$599,000",1 Car Garage,"17852 Avenida Cordillera #33San Diego, CA 92128",1980
6 Beds,5 Baths,"2,090 sqft","$1,200,000",Attached Garage,"4706 Leathers StSan Diego, CA 92117",1974
2 Beds,2 Baths,828 sqft,"$480,000",Garage,"3870 37th St #1San Diego, CA 92105",1980
4 Beds,2 Baths,"1,701 sqft","$974,000",2 Car Garage,"7149 Lewison DrSan Diego, CA 92120",1964
3 Beds,3 Baths,"2,062 sqft","$1,249,900",2 Car Garage,"5455 Caminito HerminiaLa Jolla, CA 92037",1971
6 Beds,6 Baths,"7,120 sqft","$6,495,000",Garage,"3425 5th AveSan Diego, CA 92103",2017
2 Beds,2 Baths,,"$749,999",No Info,"1167-1169 20th StSan Diego, CA 92102",1952
3 Beds,3 Baths,"1,687 sqft","$749,000",2 Car Garage,"978 Granger StSan Diego, CA 92154",1965
1 Bed,1 Bath,724 sqft,"$542,000",Garage,"1240 India St #1604San Diego, CA 92101",2003
3 Beds,3 Baths,"1,792 sqft","$675,000",1 Car Garage,"2740 Morningside StSan Diego, CA 92139",1971
,,,"$140,000",No Info,"Gamma StSan Diego, CA 92113",No Info
1 Bed,1 Bath,527 sqft,"$370,000",1 Car Garage,"4475 Utah St #2San Diego, CA 92116",1981
2 Beds,2 Baths,"1,117 sqft","$1,699,000",Garage,"4767 Ocean Blvd #1012San Diego, CA 92109",1973
4 Beds,4 Baths,"2,793 sqft","$1,850,000",2 Car Garage,"7767 Chadamy WaySan Diego, CA 92130",2013
6 Beds,3 Baths,"2,251 sqft","$749,000",No Info,"3428-3430 Martin AveSan Diego, CA 92113",1984
5 Beds,4 Baths,"2,835 sqft","$2,199,999",2 Car Garage,"1380 Dorcas StSan Diego, CA 92110",2018
2 Beds,2 Baths,"1,687 sqft","$875,000",2 Car Garage,"12985 Avenida MarbellaSan Diego, CA 92128",1985
3 Beds,2 Baths,,"$975,000",Garage,"3253-55 Jemez DrSan Diego, CA 92117",1954
5 Beds,3 Baths,"3,295 sqft","$1,699,000",3 Car Garage,"10494 Livewood WaySan Diego, CA 92131",1982
5 Beds,3 Baths,"2,030 sqft","$979,900",2 Car Garage,"6764 Sunny Brae DrSan Diego, CA 92119",1964
4 Beds,3 Baths,"1,528 sqft","$629,000",Carport,"4044 48th StSan Diego, CA 92105",1957
2 Beds,3 Baths,"2,947 sqft","$1,795,000",2 Car Garage,"14251 Fox Run RowSan Diego, CA 92130",1987
7 Beds,5 Baths,"4,042 sqft","$2,795,000",3 Car Garage,"5227 Ocean Breeze CtSan Diego, CA 92109",2005
2 Beds,2 Baths,"1,200 sqft","$515,000",Garage,"3890 Nobel Dr #1505San Diego, CA 92122",1991
3 Beds,2 Baths,"1,134 sqft","$800,000",2 Car Garage,"9137 Dewsbury AveSan Diego, CA 92126",1976
4 Beds,4 Baths,"4,000 sqft","$3,950,000",3 Car Garage,"17509 Rancho Del RioRancho Santa Fe, CA 92091",1970
2 Beds,2 Baths,"1,144 sqft","$428,000",No Info,"5473 Adobe Falls Rd #7San Diego, CA 92120",1973
4 Beds,4 Baths,"3,780 sqft","$1,815,000",3 Car Garage,"13334 Greenstone CtSan Diego, CA 92131",2006
2 Beds,3 Baths,"1,282 sqft","$779,000",Garage,"825 W Beech St #301San Diego, CA 92101",2009
5 Beds,2 Baths,,"$699,000",Attached Garage,"5057-5059 Sterling CtSan Diego, CA 92105",2000
2 Beds,2 Baths,"1,103 sqft","$665,000",Garage,"701 Kettner Blvd #119San Diego, CA 92101",1983
7 Beds,6 Baths,"4,400 sqft","$3,400,000",3 Car Garage,"4566 Del Monte AveSan Diego, CA 92107",2014
4 Beds,2 Baths,"1,400 sqft","$880,000",2 Car Garage,"2541 Mobley StSan Diego, CA 92123",1961
3 Beds,3 Baths,"1,943 sqft","$1,249,900",2 Car Garage,"11985 Wilmington RdSan Diego, CA 92128",1992
2 Beds,2 Baths,864 sqft,"$650,000",1 Carport Spaces,"12685 Camino Mira Del Mar #151San Diego, CA 92130",1990
3 Beds,2 Baths,"1,431 sqft","$619,000",Carport,"17484 Plaza DoloresSan Diego, CA 92128",1973
3 Beds,2 Baths,"1,107 sqft","$755,000",2 Car Garage,"6361 Balsam Lake AveSan Diego, CA 92119",1960
4 Beds,3 Baths,"2,338 sqft","$2,749,000",Garage,"8966 Cliffridge AveLa Jolla, CA 92037",1958
